item_id,order_id,product_id,quantity,unit_price,discount_percent,total_price
265,ORD01903,P046,3,710,5,2023.5
266,ORD04874,P043,2,4260,20,6816.0
267,ORD01530,P014,3,3350,0,10050.0
268,ORD01927,P065,4,5610,0,22440.0
269,ORD04269,P070,1,2230,0,2230.0
270,ORD02543,P054,5,1830,0,9150.0
271,ORD03500,P001,3,5230,5,14905.5
272,ORD00481,P028,4,4330,0,17320.0
273,ORD03616,P036,4,1210,0,4840.0
274,ORD04775,P016,1,990,0,990.0
275,ORD01526,P023,1,2250,10,2025.0
276,ORD00363,P097,2,2020,10,3636.0
277,ORD03319,P090,3,210,20,504.0
278,ORD04516,P053,5,6220,10,27990.0
279,ORD00575,P082,5,990,15,4207.5
280,ORD00364,P006,3,3090,0,9270.0
281,ORD04270,P078,2,260,0,520.0
282,ORD03055,P017,5,1150,0,5750.0
283,ORD03286,P001,1,5230,10,4707.0
284,ORD04224,P041,3,2410,10,6507.0
285,ORD00213,P022,5,7880,0,39400.0
286,ORD03948,P025,5,5570,0,27850.0
287,ORD00256,P009,2,5550,15,9435.0
288,ORD02899,P060,1,1970,20,1576.0
289,ORD00759,P048,5,5520,0,27600.0
290,ORD00743,P077,3,2940,5,8379.0
291,ORD04739,P015,2,750,15,1275.0
292,ORD03062,P005,3,3920,0,11760.0
293,ORD04716,P013,5,1410,0,7050.0
294,ORD04722,P053,5,6220,0,31100.0
295,ORD04110,P056,4,830,0,3320.0
296,ORD00064,P069,1,690,5,655.5
297,ORD05000,P019,5,390,15,1657.5
298,ORD01335,P097,5,2020,15,8585.0
299,ORD02996,P003,4,2910,15,9894.0
300,ORD00831,P077,4,2940,0,11760.0
301,ORD04842,P029,2,2480,10,4464.0
302,ORD00609,P098,2,4950,0,9900.0
303,ORD02892,P021,2,9290,0,18580.0
304,ORD02173,P006,1,3090,15,2626.5
305,ORD01747,P062,1,450,15,382.5
306,ORD03860,P064,3,680,5,1938.0
307,ORD02858,P050,2,7950,10,14310.0
308,ORD02089,P070,1,2230,0,2230.0
309,ORD00871,P009,2,5550,15,9435.0
310,ORD01076,P093,1,1750,5,1662.5
311,ORD00488,P050,5,7950,20,31800.0
312,ORD03036,P010,4,5910,0,23640.0
313,ORD00765,P022,1,7880,0,7880.0
314,ORD03536,P007,1,980,5,931.0
315,ORD00995,P086,2,3800,15,6460.0
316,ORD01885,P087,5,1870,10,8415.0
317,ORD01816,P026,1,4300,0,4300.0
318,ORD02926,P075,5,3180,10,14310.0
319,ORD04758,P093,2,1750,0,3500.0
320,ORD01235,P029,1,2480,10,2232.0
321,ORD02793,P077,4,2940,5,11172.0
322,ORD04137,P090,5,210,20,840.0
323,ORD00864,P003,5,2910,10,13095.0
324,ORD00883,P074,4,1980,15,6732.0
325,ORD00397,P037,3,7960,0,23880.0
326,ORD01338,P012,1,340,0,340.0
327,ORD00402,P028,4,4330,0,17320.0
328,ORD01004,P052,3,640,10,1728.0
329,ORD04562,P099,1,2170,0,2170.0
330,ORD03335,P006,5,3090,10,13905.0
331,ORD04093,P014,3,3350,0,10050.0
332,ORD04521,P031,3,510,0,1530.0
333,ORD02668,P034,3,5160,5,14706.0
334,ORD02887,P004,4,6680,0,26720.0
335,ORD02724,P065,1,5610,0,5610.0
336,ORD01079,P089,4,3940,0,15760.0
337,ORD03264,P056,5,830,5,3942.5
338,ORD04476,P045,5,6940,5,32965.0
339,ORD03991,P034,2,5160,5,9804.0
340,ORD02247,P011,3,2250,0,6750.0
341,ORD00132,P038,5,650,0,3250.0
342,ORD03630,P056,2,830,0,1660.0
343,ORD01561,P087,5,1870,0,9350.0
344,ORD03328,P097,4,2020,5,7676.0
345,ORD04920,P045,2,6940,0,13880.0
346,ORD03201,P037,4,7960,0,31840.0
347,ORD03284,P016,4,990,20,3168.0
348,ORD03075,P067,3,3370,5,9604.5
349,ORD00118,P018,4,2720,0,10880.0
350,ORD03654,P050,1,7950,0,7950.0
351,ORD03197,P050,2,7950,10,14310.0
352,ORD04425,P052,4,640,0,2560.0
353,ORD01554,P040,5,4350,5,20662.5
354,ORD02213,P052,5,640,5,3040.0
355,ORD03384,P062,1,450,0,450.0
356,ORD03028,P049,2,520,10,936.0
357,ORD04023,P088,3,1770,0,5310.0
358,ORD00516,P047,4,2430,20,7776.0
359,ORD01690,P012,2,340,0,680.0
360,ORD02241,P023,2,2250,0,4500.0
361,ORD02799,P096,4,4220,10,15192.0
362,ORD00006,P067,3,3370,10,9099.0
363,ORD04281,P080,3,8110,5,23113.5
364,ORD00513,P058,2,820,0,1640.0
365,ORD00464,P044,2,3990,0,7980.0
366,ORD02949,P094,2,510,0,1020.0
367,ORD00719,P025,1,5570,5,5291.5
368,ORD03044,P053,1,6220,0,6220.0
369,ORD01884,P037,2,7960,0,15920.0
370,ORD01040,P093,1,1750,0,1750.0
371,ORD00698,P019,5,390,0,1950.0
372,ORD02115,P096,2,4220,10,7596.0
373,ORD02271,P090,1,210,0,210.0
374,ORD00254,P069,4,690,5,2622.0
375,ORD02173,P089,2,3940,5,7486.0
376,ORD03815,P062,5,450,10,2025.0
377,ORD01239,P089,3,3940,0,11820.0
378,ORD01218,P013,1,1410,0,1410.0
379,ORD04350,P019,2,390,0,780.0
380,ORD04032,P080,5,8110,15,34467.5
381,ORD04236,P011,5,2250,0,11250.0
382,ORD00127,P006,5,3090,0,15450.0
383,ORD02546,P021,4,9290,0,37160.0
384,ORD03795,P067,5,3370,10,15165.0
385,ORD03566,P028,3,4330,0,12990.0
386,ORD03879,P058,3,820,10,2214.0
387,ORD02842,P017,4,1150,0,4600.0
388,ORD02462,P065,5,5610,20,22440.0
389,ORD01178,P026,4,4300,10,15480.0
390,ORD01222,P041,3,2410,0,7230.0
391,ORD01522,P017,3,1150,0,3450.0
392,ORD00957,P009,4,5550,20,17760.0
393,ORD04564,P097,2,2020,5,3838.0
394,ORD02713,P006,2,3090,0,6180.0
395,ORD02995,P030,5,1660,10,7470.0
396,ORD01530,P066,4,660,0,2640.0
397,ORD02147,P057,4,2710,5,10298.0
398,ORD03111,P049,1,520,5,494.0
399,ORD04427,P070,4,2230,0,8920.0
400,ORD04101,P058,1,820,10,738.0
401,ORD01060,P008,4,5280,0,21120.0
402,ORD00592,P088,2,1770,10,3186.0
403,ORD03196,P072,3,5410,5,15418.5
404,ORD00842,P048,2,5520,0,11040.0
405,ORD00781,P085,1,2550,5,2422.5
406,ORD02422,P092,1,370,0,370.0
407,ORD02158,P029,1,2480,5,2356.0
408,ORD00998,P002,4,1180,0,4720.0
409,ORD02345,P046,2,710,5,1349.0
410,ORD04895,P049,3,520,0,1560.0
411,ORD03780,P040,3,4350,15,11092.5
412,ORD01750,P009,5,5550,10,24975.0
413,ORD03923,P013,1,1410,5,1339.5
414,ORD02969,P030,2,1660,10,2988.0
415,ORD02267,P075,4,3180,0,12720.0
416,ORD03541,P079,4,640,0,2560.0
417,ORD00207,P097,1,2020,10,1818.0
418,ORD02479,P029,3,2480,0,7440.0
419,ORD04913,P064,3,680,10,1836.0
420,ORD04447,P090,3,210,10,567.0
421,ORD03387,P081,1,3660,10,3294.0
422,ORD04289,P065,1,5610,10,5049.0
423,ORD03901,P066,4,660,0,2640.0
424,ORD01072,P015,3,750,5,2137.5
425,ORD01258,P064,5,680,0,3400.0
426,ORD03739,P056,2,830,5,1577.0
427,ORD04023,P037,5,7960,15,33830.0
428,ORD01726,P028,1,4330,0,4330.0
429,ORD01526,P030,5,1660,0,8300.0
430,ORD04561,P006,4,3090,0,12360.0
431,ORD03691,P027,1,8050,20,6440.0
432,ORD04304,P028,4,4330,5,16454.0
433,ORD02537,P059,4,5810,10,20916.0
434,ORD04067,P033,1,2160,5,2052.0
435,ORD01812,P052,4,640,0,2560.0
436,ORD02894,P052,1,640,0,640.0
437,ORD03681,P049,2,520,0,1040.0
438,ORD04503,P020,1,4350,15,3697.5
439,ORD01483,P088,5,1770,0,8850.0
440,ORD04760,P028,5,4330,0,21650.0
441,ORD04401,P022,4,7880,5,29944.0
442,ORD02143,P098,4,4950,0,19800.0
443,ORD02142,P091,2,2030,5,3857.0
444,ORD01619,P002,3,1180,10,3186.0
445,ORD02951,P083,5,570,20,2280.0
446,ORD03530,P073,2,5040,5,9576.0
447,ORD00301,P052,4,640,5,2432.0
448,ORD03253,P005,3,3920,5,11172.0
449,ORD01898,P013,2,1410,0,2820.0
450,ORD02168,P027,3,8050,5,22942.5
451,ORD02271,P075,5,3180,0,15900.0
452,ORD04267,P085,3,2550,20,6120.0
453,ORD03548,P045,1,6940,0,6940.0
454,ORD02142,P024,1,3480,0,3480.0
455,ORD03186,P096,2,4220,5,8018.0
456,ORD00724,P061,1,3200,0,3200.0
457,ORD01848,P049,3,520,5,1482.0
458,ORD04334,P013,1,1410,5,1339.5
459,ORD02770,P075,3,3180,15,8109.0
460,ORD04526,P081,3,3660,5,10431.0
461,ORD02114,P022,1,7880,5,7486.0
462,ORD04094,P074,2,1980,15,3366.0
463,ORD01709,P098,4,4950,0,19800.0
464,ORD03227,P044,5,3990,5,18952.5
465,ORD04005,P052,4,640,0,2560.0
466,ORD04034,P061,4,3200,0,12800.0
467,ORD01718,P047,5,2430,0,12150.0
468,ORD01710,P100,3,3910,0,11730.0
469,ORD02105,P077,1,2940,5,2793.0
470,ORD01803,P100,5,3910,0,19550.0
471,ORD04487,P084,5,2390,10,10755.0
472,ORD01468,P056,4,830,15,2822.0
473,ORD01573,P026,5,4300,5,20425.0
474,ORD04015,P052,1,640,0,640.0
475,ORD00226,P005,1,3920,0,3920.0
476,ORD01835,P079,1,640,0,640.0
477,ORD04307,P001,3,5230,0,15690.0
478,ORD01629,P053,3,6220,5,17727.0
479,ORD01281,P098,1,4950,0,4950.0
480,ORD04793,P078,1,260,0,260.0
481,ORD04298,P051,1,2600,10,2340.0
482,ORD03150,P100,3,3910,10,10557.0
483,ORD04962,P003,3,2910,10,7857.0
484,ORD04939,P074,1,1980,0,1980.0
485,ORD03943,P029,5,2480,5,11780.0
486,ORD00220,P049,4,520,5,1976.0
487,ORD04689,P049,4,520,5,1976.0
488,ORD03172,P058,2,820,20,1312.0
489,ORD04785,P087,4,1870,0,7480.0
490,ORD01485,P098,2,4950,5,9405.0
491,ORD03542,P040,2,4350,5,8265.0
492,ORD00469,P047,5,2430,10,10935.0
493,ORD04650,P073,4,5040,20,16128.0
494,ORD02187,P047,5,2430,20,9720.0
495,ORD00849,P086,3,3800,0,11400.0
496,ORD03637,P080,2,8110,0,16220.0
497,ORD04006,P060,1,1970,0,1970.0
498,ORD02750,P040,5,4350,0,21750.0
499,ORD03822,P087,4,1870,0,7480.0
500,ORD01499,P094,4,510,0,2040.0
501,ORD04803,P055,5,1840,0,9200.0
502,ORD04165,P071,5,7700,15,32725.0
503,ORD04509,P054,1,1830,0,1830.0
504,ORD04291,P044,5,3990,5,18952.5
505,ORD02841,P065,4,5610,20,17952.0
506,ORD03923,P076,3,240,10,648.0
507,ORD01594,P053,3,6220,0,18660.0
508,ORD04065,P007,2,980,0,1960.0
509,ORD01232,P063,4,1930,10,6948.0
510,ORD03476,P098,3,4950,5,14107.5
511,ORD02162,P095,3,4480,5,12768.0
512,ORD03173,P050,5,7950,0,39750.0
513,ORD04779,P082,3,990,20,2376.0
514,ORD00642,P045,3,6940,10,18738.0
515,ORD01955,P036,4,1210,15,4114.0
516,ORD02620,P083,1,570,10,513.0
517,ORD01063,P033,1,2160,10,1944.0
518,ORD01978,P057,4,2710,0,10840.0
519,ORD00046,P072,3,5410,5,15418.5
520,ORD04295,P079,4,640,0,2560.0
521,ORD01860,P083,5,570,0,2850.0
522,ORD00222,P031,4,510,10,1836.0
523,ORD02863,P036,5,1210,15,5142.5
524,ORD00267,P099,4,2170,5,8246.0
525,ORD03069,P030,5,1660,0,8300.0
526,ORD04372,P048,4,5520,5,20976.0
527,ORD01529,P093,5,1750,0,8750.0
528,ORD03335,P077,4,2940,0,11760.0
529,ORD04300,P006,3,3090,10,8343.0
530,ORD00240,P061,2,3200,5,6080.0
531,ORD00454,P036,1,1210,0,1210.0
532,ORD03165,P028,2,4330,10,7794.0
533,ORD02110,P004,3,6680,0,20040.0
534,ORD01157,P053,3,6220,5,17727.0
535,ORD04367,P058,5,820,0,4100.0
536,ORD01656,P038,4,650,5,2470.0
537,ORD03499,P035,4,7450,15,25330.0
538,ORD00306,P032,2,660,15,1122.0
539,ORD01119,P063,2,1930,10,3474.0
540,ORD04673,P080,4,8110,0,32440.0
541,ORD02750,P077,2,2940,10,5292.0
542,ORD04716,P037,1,7960,0,7960.0
543,ORD00728,P003,2,2910,5,5529.0
544,ORD03574,P006,4,3090,10,11124.0
545,ORD00903,P088,5,1770,0,8850.0
546,ORD03210,P039,5,480,0,2400.0
547,ORD03781,P061,5,3200,5,15200.0
548,ORD01657,P067,2,3370,20,5392.0
549,ORD00178,P055,1,1840,0,1840.0
550,ORD01761,P042,4,6210,15,21114.0
551,ORD03041,P035,4,7450,5,28310.0
552,ORD01724,P044,1,3990,15,3391.5
553,ORD02818,P086,2,3800,0,7600.0
554,ORD01522,P098,4,4950,0,19800.0
555,ORD03306,P068,4,1770,0,7080.0
556,ORD03854,P008,4,5280,0,21120.0
557,ORD04439,P088,1,1770,15,1504.5
558,ORD04913,P024,2,3480,15,5916.0
559,ORD03270,P013,2,1410,5,2679.0
560,ORD01044,P025,4,5570,5,21166.0
561,ORD02982,P077,5,2940,5,13965.0
562,ORD02438,P087,1,1870,5,1776.5
563,ORD01697,P032,4,660,0,2640.0
564,ORD04101,P058,1,820,0,820.0
565,ORD04138,P100,1,3910,5,3714.5
566,ORD00542,P098,1,4950,5,4702.5
567,ORD03314,P083,3,570,0,1710.0
568,ORD00246,P055,3,1840,0,5520.0
569,ORD00294,P059,5,5810,0,29050.0
570,ORD04407,P088,3,1770,0,5310.0
571,ORD02203,P066,2,660,10,1188.0
572,ORD01868,P033,5,2160,10,9720.0
573,ORD02878,P060,2,1970,0,3940.0
574,ORD02692,P085,3,2550,5,7267.5
575,ORD00060,P038,3,650,5,1852.5
576,ORD03926,P024,5,3480,0,17400.0
577,ORD00082,P025,1,5570,15,4734.5
578,ORD04540,P065,2,5610,10,10098.0
579,ORD03195,P033,2,2160,10,3888.0
580,ORD00678,P055,4,1840,10,6624.0
581,ORD02668,P096,5,4220,5,20045.0
582,ORD02188,P034,3,5160,15,13158.0
583,ORD04513,P072,5,5410,15,22992.5
584,ORD04814,P028,1,4330,0,4330.0
585,ORD01526,P081,1,3660,5,3477.0
586,ORD03046,P056,1,830,10,747.0
587,ORD02804,P020,4,4350,5,16530.0
588,ORD00444,P016,3,990,0,2970.0
589,ORD00310,P017,5,1150,15,4887.5
590,ORD03295,P049,2,520,0,1040.0
591,ORD04919,P022,2,7880,0,15760.0
592,ORD03274,P046,3,710,20,1704.0
593,ORD02006,P004,4,6680,5,25384.0
594,ORD04860,P016,3,990,0,2970.0
595,ORD00493,P024,4,3480,0,13920.0
596,ORD01339,P004,1,6680,0,6680.0
597,ORD04992,P046,2,710,0,1420.0
598,ORD02674,P001,1,5230,0,5230.0
599,ORD01643,P011,5,2250,0,11250.0
600,ORD00320,P098,4,4950,15,16830.0
601,ORD01035,P008,3,5280,5,15048.0
602,ORD01020,P089,1,3940,5,3743.0
603,ORD00459,P045,3,6940,5,19779.0
604,ORD03673,P028,5,4330,0,21650.0
605,ORD03977,P077,4,2940,15,9996.0
606,ORD04808,P068,2,1770,0,3540.0
607,ORD02700,P082,3,990,0,2970.0
608,ORD00860,P048,1,5520,5,5244.0
609,ORD03982,P019,2,390,10,702.0
610,ORD01132,P056,3,830,15,2116.5
611,ORD04808,P046,1,710,5,674.5
612,ORD01513,P047,3,2430,5,6925.5
613,ORD03431,P100,5,3910,10,17595.0
614,ORD00650,P044,3,3990,5,11371.5
615,ORD01997,P007,5,980,0,4900.0
